username,role,email,password,type,title,report_date,item_name,amount,currency
user698,admin,user698@example.com,password123,inventory,Report 698,2025-05-16,Item A,748,USD
user699,user,user699@example.com,password123,finance,Report 699,2025-05-16,Item B,994,USD
user700,user,user700@example.com,password123,finance,Report 700,2025-05-16,Item B,1008,USD
user701,user,user701@example.com,password123,inventory,Report 701,2025-05-16,Item B,1067,USD
user702,user,user702@example.com,password123,sales,Report 702,2025-05-16,Item C,962,USD
user703,user,user703@example.com,password123,sales,Report 703,2025-05-16,Item B,396,USD
user704,admin,user704@example.com,password123,inventory,Report 704,2025-05-16,Item B,148,USD
user705,admin,user705@example.com,password123,sales,Report 705,2025-05-16,Item A,108,USD
user706,user,user706@example.com,password123,sales,Report 706,2025-05-16,Item B,483,USD
user707,admin,user707@example.com,password123,inventory,Report 707,2025-05-16,Item C,836,USD
user708,admin,user708@example.com,password123,sales,Report 708,2025-05-16,Item A,1055,USD
user709,user,user709@example.com,password123,sales,Report 709,2025-05-16,Item B,337,USD
user710,admin,user710@example.com,password123,inventory,Report 710,2025-05-16,Item B,147,USD
user711,user,user711@example.com,password123,sales,Report 711,2025-05-16,Item B,290,USD
user712,admin,user712@example.com,password123,inventory,Report 712,2025-05-16,Item C,1048,USD
user713,admin,user713@example.com,password123,inventory,Report 713,2025-05-16,Item C,380,USD
user714,admin,user714@example.com,password123,sales,Report 714,2025-05-16,Item B,844,USD
user715,user,user715@example.com,password123,finance,Report 715,2025-05-16,Item A,1084,USD
user716,admin,user716@example.com,password123,finance,Report 716,2025-05-16,Item C,326,USD
user717,user,user717@example.com,password123,sales,Report 717,2025-05-16,Item A,1081,USD
user718,user,user718@example.com,password123,finance,Report 718,2025-05-16,Item B,433,USD
user719,admin,user719@example.com,password123,finance,Report 719,2025-05-16,Item C,1036,USD
user720,user,user720@example.com,password123,finance,Report 720,2025-05-16,Item C,281,USD
user721,user,user721@example.com,password123,inventory,Report 721,2025-05-16,Item C,819,USD
user722,admin,user722@example.com,password123,inventory,Report 722,2025-05-16,Item C,961,USD
user723,user,user723@example.com,password123,sales,Report 723,2025-05-16,Item A,998,USD
user724,user,user724@example.com,password123,sales,Report 724,2025-05-16,Item A,523,USD
user725,user,user725@example.com,password123,finance,Report 725,2025-05-16,Item B,1091,USD
user726,user,user726@example.com,password123,finance,Report 726,2025-05-16,Item C,1022,USD
user727,user,user727@example.com,password123,finance,Report 727,2025-05-16,Item C,123,USD
user728,user,user728@example.com,password123,finance,Report 728,2025-05-16,Item A,417,USD
user729,admin,user729@example.com,password123,finance,Report 729,2025-05-16,Item A,556,USD
user730,user,user730@example.com,password123,sales,Report 730,2025-05-16,Item C,220,USD
user731,user,user731@example.com,password123,inventory,Report 731,2025-05-16,Item A,148,USD
user732,admin,user732@example.com,password123,inventory,Report 732,2025-05-16,Item B,238,USD
user733,admin,user733@example.com,password123,sales,Report 733,2025-05-16,Item C,688,USD
user734,admin,user734@example.com,password123,finance,Report 734,2025-05-16,Item B,558,USD
user735,user,user735@example.com,password123,sales,Report 735,2025-05-16,Item A,892,USD
user736,user,user736@example.com,password123,sales,Report 736,2025-05-16,Item C,500,USD
user737,admin,user737@example.com,password123,finance,Report 737,2025-05-16,Item C,919,USD
user738,user,user738@example.com,password123,finance,Report 738,2025-05-16,Item A,674,USD
user739,admin,user739@example.com,password123,sales,Report 739,2025-05-16,Item B,109,USD
user740,admin,user740@example.com,password123,finance,Report 740,2025-05-16,Item A,185,USD
user741,user,user741@example.com,password123,finance,Report 741,2025-05-16,Item A,628,USD
user742,admin,user742@example.com,password123,sales,Report 742,2025-05-16,Item B,755,USD
user743,user,user743@example.com,password123,sales,Report 743,2025-05-16,Item C,464,USD
user744,admin,user744@example.com,password123,sales,Report 744,2025-05-16,Item A,902,USD
user745,user,user745@example.com,password123,sales,Report 745,2025-05-16,Item C,364,USD
user746,user,user746@example.com,password123,finance,Report 746,2025-05-16,Item A,677,USD
user747,user,user747@example.com,password123,finance,Report 747,2025-05-16,Item A,246,USD
user748,user,user748@example.com,password123,sales,Report 748,2025-05-16,Item A,658,USD
user749,admin,user749@example.com,password123,inventory,Report 749,2025-05-16,Item A,247,USD
user750,admin,user750@example.com,password123,sales,Report 750,2025-05-16,Item A,387,USD
user751,admin,user751@example.com,password123,inventory,Report 751,2025-05-16,Item C,1024,USD
user752,admin,user752@example.com,password123,finance,Report 752,2025-05-16,Item C,437,USD
user753,admin,user753@example.com,password123,sales,Report 753,2025-05-16,Item B,967,USD
user754,user,user754@example.com,password123,inventory,Report 754,2025-05-16,Item A,421,USD
user755,admin,user755@example.com,password123,inventory,Report 755,2025-05-16,Item B,782,USD
user756,user,user756@example.com,password123,inventory,Report 756,2025-05-16,Item A,852,USD
user757,user,user757@example.com,password123,finance,Report 757,2025-05-16,Item C,112,USD
user758,admin,user758@example.com,password123,inventory,Report 758,2025-05-16,Item A,145,USD
user759,admin,user759@example.com,password123,inventory,Report 759,2025-05-16,Item B,195,USD
user760,admin,user760@example.com,password123,finance,Report 760,2025-05-16,Item B,559,USD
user761,admin,user761@example.com,password123,finance,Report 761,2025-05-16,Item C,623,USD
user762,user,user762@example.com,password123,inventory,Report 762,2025-05-16,Item C,127,USD
user763,admin,user763@example.com,password123,finance,Report 763,2025-05-16,Item B,112,USD
user764,user,user764@example.com,password123,inventory,Report 764,2025-05-16,Item B,840,USD
user765,admin,user765@example.com,password123,inventory,Report 765,2025-05-16,Item B,502,USD
user766,admin,user766@example.com,password123,finance,Report 766,2025-05-16,Item B,487,USD
user767,admin,user767@example.com,password123,inventory,Report 767,2025-05-16,Item C,638,USD
user768,user,user768@example.com,password123,sales,Report 768,2025-05-16,Item C,981,USD
user769,admin,user769@example.com,password123,inventory,Report 769,2025-05-16,Item A,478,USD
user770,user,user770@example.com,password123,finance,Report 770,2025-05-16,Item B,330,USD
user771,user,user771@example.com,password123,finance,Report 771,2025-05-16,Item C,332,USD
user772,user,user772@example.com,password123,inventory,Report 772,2025-05-16,Item C,1054,USD
user773,admin,user773@example.com,password123,finance,Report 773,2025-05-16,Item A,164,USD
user774,admin,user774@example.com,password123,inventory,Report 774,2025-05-16,Item A,461,USD
user775,admin,user775@example.com,password123,inventory,Report 775,2025-05-16,Item A,619,USD
user776,admin,user776@example.com,password123,sales,Report 776,2025-05-16,Item B,673,USD
user777,admin,user777@example.com,password123,inventory,Report 777,2025-05-16,Item A,1077,USD
user778,admin,user778@example.com,password123,finance,Report 778,2025-05-16,Item B,304,USD
user779,user,user779@example.com,password123,inventory,Report 779,2025-05-16,Item A,743,USD
user780,user,user780@example.com,password123,inventory,Report 780,2025-05-16,Item C,549,USD
user781,user,user781@example.com,password123,inventory,Report 781,2025-05-16,Item A,408,USD
user782,admin,user782@example.com,password123,finance,Report 782,2025-05-16,Item C,307,USD
user783,user,user783@example.com,password123,finance,Report 783,2025-05-16,Item C,381,USD
user784,admin,user784@example.com,password123,inventory,Report 784,2025-05-16,Item A,565,USD
user785,user,user785@example.com,password123,sales,Report 785,2025-05-16,Item B,532,USD
user786,user,user786@example.com,password123,finance,Report 786,2025-05-16,Item A,336,USD
user787,admin,user787@example.com,password123,sales,Report 787,2025-05-16,Item B,556,USD
user788,admin,user788@example.com,password123,finance,Report 788,2025-05-16,Item C,905,USD
user789,admin,user789@example.com,password123,sales,Report 789,2025-05-16,Item A,535,USD
user790,admin,user790@example.com,password123,finance,Report 790,2025-05-16,Item C,474,USD
user791,admin,user791@example.com,password123,inventory,Report 791,2025-05-16,Item B,545,USD
user792,user,user792@example.com,password123,sales,Report 792,2025-05-16,Item C,604,USD
user793,user,user793@example.com,password123,sales,Report 793,2025-05-16,Item B,728,USD
user794,admin,user794@example.com,password123,sales,Report 794,2025-05-16,Item B,872,USD
user795,user,user795@example.com,password123,inventory,Report 795,2025-05-16,Item A,1083,USD
user796,admin,user796@example.com,password123,sales,Report 796,2025-05-16,Item B,1042,USD
user797,user,user797@example.com,password123,inventory,Report 797,2025-05-16,Item B,807,USD
user798,admin,user798@example.com,password123,inventory,Report 798,2025-05-16,Item A,313,USD
user799,user,user799@example.com,password123,inventory,Report 799,2025-05-16,Item C,383,USD
user800,user,user800@example.com,password123,finance,Report 800,2025-05-16,Item A,1013,USD
user801,user,user801@example.com,password123,finance,Report 801,2025-05-16,Item B,646,USD
user802,admin,user802@example.com,password123,sales,Report 802,2025-05-16,Item A,598,USD
user803,admin,user803@example.com,password123,finance,Report 803,2025-05-16,Item A,376,USD
user804,admin,user804@example.com,password123,sales,Report 804,2025-05-16,Item B,1089,USD
user805,admin,user805@example.com,password123,finance,Report 805,2025-05-16,Item B,154,USD
user806,admin,user806@example.com,password123,sales,Report 806,2025-05-16,Item B,273,USD
user807,user,user807@example.com,password123,sales,Report 807,2025-05-16,Item C,432,USD
user808,admin,user808@example.com,password123,sales,Report 808,2025-05-16,Item B,553,USD
user809,admin,user809@example.com,password123,sales,Report 809,2025-05-16,Item A,904,USD
user810,admin,user810@example.com,password123,finance,Report 810,2025-05-16,Item A,546,USD
user811,admin,user811@example.com,password123,finance,Report 811,2025-05-16,Item C,253,USD
user812,user,user812@example.com,password123,inventory,Report 812,2025-05-16,Item B,604,USD
user813,admin,user813@example.com,password123,inventory,Report 813,2025-05-16,Item B,379,USD
user814,user,user814@example.com,password123,sales,Report 814,2025-05-16,Item A,1020,USD
user815,user,user815@example.com,password123,inventory,Report 815,2025-05-16,Item B,443,USD
user816,user,user816@example.com,password123,sales,Report 816,2025-05-16,Item B,585,USD
user817,admin,user817@example.com,password123,inventory,Report 817,2025-05-16,Item A,603,USD
user818,admin,user818@example.com,password123,inventory,Report 818,2025-05-16,Item C,348,USD
user819,admin,user819@example.com,password123,inventory,Report 819,2025-05-16,Item C,662,USD
user820,admin,user820@example.com,password123,inventory,Report 820,2025-05-16,Item B,263,USD
user821,user,user821@example.com,password123,inventory,Report 821,2025-05-16,Item C,968,USD
user822,user,user822@example.com,password123,finance,Report 822,2025-05-16,Item A,119,USD
user823,admin,user823@example.com,password123,finance,Report 823,2025-05-16,Item B,956,USD
user824,user,user824@example.com,password123,sales,Report 824,2025-05-16,Item A,296,USD
user825,admin,user825@example.com,password123,inventory,Report 825,2025-05-16,Item B,250,USD
user826,admin,user826@example.com,password123,finance,Report 826,2025-05-16,Item C,765,USD
user827,user,user827@example.com,password123,inventory,Report 827,2025-05-16,Item C,609,USD
user828,admin,user828@example.com,password123,finance,Report 828,2025-05-16,Item C,653,USD
user829,admin,user829@example.com,password123,sales,Report 829,2025-05-16,Item A,646,USD
user830,admin,user830@example.com,password123,finance,Report 830,2025-05-16,Item B,116,USD
user831,user,user831@example.com,password123,finance,Report 831,2025-05-16,Item C,450,USD
user832,user,user832@example.com,password123,inventory,Report 832,2025-05-16,Item C,1084,USD
user833,user,user833@example.com,password123,inventory,Report 833,2025-05-16,Item B,725,USD
user834,user,user834@example.com,password123,inventory,Report 834,2025-05-16,Item A,978,USD
user835,user,user835@example.com,password123,finance,Report 835,2025-05-16,Item C,512,USD
user836,admin,user836@example.com,password123,finance,Report 836,2025-05-16,Item A,782,USD
user837,user,user837@example.com,password123,finance,Report 837,2025-05-16,Item B,222,USD
user838,admin,user838@example.com,password123,sales,Report 838,2025-05-16,Item B,235,USD
user839,user,user839@example.com,password123,inventory,Report 839,2025-05-16,Item A,787,USD
user840,admin,user840@example.com,password123,finance,Report 840,2025-05-16,Item B,482,USD
user841,admin,user841@example.com,password123,finance,Report 841,2025-05-16,Item A,865,USD
user842,user,user842@example.com,password123,finance,Report 842,2025-05-16,Item C,1095,USD
user843,admin,user843@example.com,password123,finance,Report 843,2025-05-16,Item A,302,USD
user844,user,user844@example.com,password123,finance,Report 844,2025-05-16,Item B,850,USD
user845,admin,user845@example.com,password123,finance,Report 845,2025-05-16,Item C,419,USD
user846,admin,user846@example.com,password123,finance,Report 846,2025-05-16,Item A,335,USD
user847,user,user847@example.com,password123,sales,Report 847,2025-05-16,Item B,737,USD
user848,admin,user848@example.com,password123,sales,Report 848,2025-05-16,Item B,371,USD
user849,admin,user849@example.com,password123,sales,Report 849,2025-05-16,Item A,195,USD
user850,admin,user850@example.com,password123,finance,Report 850,2025-05-16,Item B,419,USD
user851,user,user851@example.com,password123,finance,Report 851,2025-05-16,Item C,888,USD
user852,admin,user852@example.com,password123,inventory,Report 852,2025-05-16,Item C,243,USD
user853,admin,user853@example.com,password123,finance,Report 853,2025-05-16,Item C,720,USD
user854,admin,user854@example.com,password123,inventory,Report 854,2025-05-16,Item B,574,USD
user855,admin,user855@example.com,password123,finance,Report 855,2025-05-16,Item C,1089,USD
user856,user,user856@example.com,password123,finance,Report 856,2025-05-16,Item B,749,USD
user857,admin,user857@example.com,password123,finance,Report 857,2025-05-16,Item B,334,USD
user858,admin,user858@example.com,password123,sales,Report 858,2025-05-16,Item B,245,USD
user859,admin,user859@example.com,password123,finance,Report 859,2025-05-16,Item B,597,USD
user860,user,user860@example.com,password123,inventory,Report 860,2025-05-16,Item A,170,USD
user861,user,user861@example.com,password123,sales,Report 861,2025-05-16,Item B,249,USD
user862,user,user862@example.com,password123,inventory,Report 862,2025-05-16,Item C,788,USD
user863,user,user863@example.com,password123,inventory,Report 863,2025-05-16,Item B,550,USD
user864,admin,user864@example.com,password123,finance,Report 864,2025-05-16,Item C,389,USD
user865,admin,user865@example.com,password123,sales,Report 865,2025-05-16,Item A,771,USD
user866,admin,user866@example.com,password123,finance,Report 866,2025-05-16,Item C,562,USD
user867,admin,user867@example.com,password123,finance,Report 867,2025-05-16,Item C,280,USD
user868,admin,user868@example.com,password123,sales,Report 868,2025-05-16,Item C,295,USD
user869,user,user869@example.com,password123,inventory,Report 869,2025-05-16,Item B,216,USD
user870,admin,user870@example.com,password123,sales,Report 870,2025-05-16,Item B,520,USD
user871,user,user871@example.com,password123,inventory,Report 871,2025-05-16,Item B,372,USD
user872,admin,user872@example.com,password123,sales,Report 872,2025-05-16,Item C,866,USD
user873,user,user873@example.com,password123,finance,Report 873,2025-05-16,Item C,843,USD
user874,user,user874@example.com,password123,finance,Report 874,2025-05-16,Item C,777,USD
user875,admin,user875@example.com,password123,sales,Report 875,2025-05-16,Item B,1083,USD
user876,user,user876@example.com,password123,sales,Report 876,2025-05-16,Item B,689,USD
user877,user,user877@example.com,password123,inventory,Report 877,2025-05-16,Item A,637,USD
user878,admin,user878@example.com,password123,sales,Report 878,2025-05-16,Item C,430,USD
user879,user,user879@example.com,password123,sales,Report 879,2025-05-16,Item A,569,USD
user880,user,user880@example.com,password123,sales,Report 880,2025-05-16,Item C,948,USD
user881,admin,user881@example.com,password123,finance,Report 881,2025-05-16,Item B,329,USD
user882,admin,user882@example.com,password123,inventory,Report 882,2025-05-16,Item C,834,USD
user883,user,user883@example.com,password123,sales,Report 883,2025-05-16,Item C,142,USD
user884,user,user884@example.com,password123,sales,Report 884,2025-05-16,Item A,591,USD
user885,user,user885@example.com,password123,inventory,Report 885,2025-05-16,Item A,715,USD
user886,admin,user886@example.com,password123,finance,Report 886,2025-05-16,Item C,500,USD
user887,admin,user887@example.com,password123,inventory,Report 887,2025-05-16,Item B,301,USD
user888,user,user888@example.com,password123,finance,Report 888,2025-05-16,Item B,171,USD
user889,user,user889@example.com,password123,finance,Report 889,2025-05-16,Item A,777,USD
user890,user,user890@example.com,password123,finance,Report 890,2025-05-16,Item C,123,USD
user891,admin,user891@example.com,password123,sales,Report 891,2025-05-16,Item A,611,USD
user892,user,user892@example.com,password123,sales,Report 892,2025-05-16,Item C,1078,USD
user893,admin,user893@example.com,password123,inventory,Report 893,2025-05-16,Item B,1074,USD
user894,admin,user894@example.com,password123,sales,Report 894,2025-05-16,Item B,264,USD
user895,user,user895@example.com,password123,inventory,Report 895,2025-05-16,Item A,397,USD
user896,user,user896@example.com,password123,finance,Report 896,2025-05-16,Item A,1025,USD
user897,user,user897@example.com,password123,inventory,Report 897,2025-05-16,Item A,624,USD
user898,admin,user898@example.com,password123,sales,Report 898,2025-05-16,Item B,896,USD
user899,user,user899@example.com,password123,finance,Report 899,2025-05-16,Item C,116,USD
user900,user,user900@example.com,password123,inventory,Report 900,2025-05-16,Item B,806,USD
user901,user,user901@example.com,password123,finance,Report 901,2025-05-16,Item A,307,USD
user902,admin,user902@example.com,password123,finance,Report 902,2025-05-16,Item C,618,USD
user903,admin,user903@example.com,password123,sales,Report 903,2025-05-16,Item A,767,USD
user904,user,user904@example.com,password123,sales,Report 904,2025-05-16,Item A,1028,USD
user905,admin,user905@example.com,password123,sales,Report 905,2025-05-16,Item A,778,USD
user906,admin,user906@example.com,password123,finance,Report 906,2025-05-16,Item A,587,USD
user907,admin,user907@example.com,password123,sales,Report 907,2025-05-16,Item A,442,USD
user908,user,user908@example.com,password123,finance,Report 908,2025-05-16,Item B,1058,USD
user909,user,user909@example.com,password123,finance,Report 909,2025-05-16,Item B,1069,USD
user910,admin,user910@example.com,password123,inventory,Report 910,2025-05-16,Item B,599,USD
user911,admin,user911@example.com,password123,inventory,Report 911,2025-05-16,Item A,356,USD
user912,admin,user912@example.com,password123,sales,Report 912,2025-05-16,Item C,139,USD
user913,admin,user913@example.com,password123,sales,Report 913,2025-05-16,Item B,305,USD
user914,user,user914@example.com,password123,inventory,Report 914,2025-05-16,Item B,241,USD
user915,admin,user915@example.com,password123,sales,Report 915,2025-05-16,Item B,335,USD
user916,admin,user916@example.com,password123,inventory,Report 916,2025-05-16,Item C,760,USD
user917,user,user917@example.com,password123,finance,Report 917,2025-05-16,Item A,663,USD
user918,user,user918@example.com,password123,inventory,Report 918,2025-05-16,Item C,687,USD
user919,admin,user919@example.com,password123,inventory,Report 919,2025-05-16,Item C,114,USD
user920,user,user920@example.com,password123,finance,Report 920,2025-05-16,Item A,843,USD
user921,user,user921@example.com,password123,sales,Report 921,2025-05-16,Item C,533,USD
user922,admin,user922@example.com,password123,sales,Report 922,2025-05-16,Item B,793,USD
user923,user,user923@example.com,password123,finance,Report 923,2025-05-16,Item A,728,USD
user924,admin,user924@example.com,password123,finance,Report 924,2025-05-16,Item B,820,USD
user925,admin,user925@example.com,password123,inventory,Report 925,2025-05-16,Item C,612,USD
user926,admin,user926@example.com,password123,sales,Report 926,2025-05-16,Item B,395,USD
user927,admin,user927@example.com,password123,inventory,Report 927,2025-05-16,Item B,157,USD
user928,user,user928@example.com,password123,finance,Report 928,2025-05-16,Item B,174,USD
user929,admin,user929@example.com,password123,sales,Report 929,2025-05-16,Item B,448,USD
user930,user,user930@example.com,password123,sales,Report 930,2025-05-16,Item B,305,USD
user931,user,user931@example.com,password123,sales,Report 931,2025-05-16,Item B,938,USD
user932,user,user932@example.com,password123,finance,Report 932,2025-05-16,Item B,807,USD
user933,user,user933@example.com,password123,inventory,Report 933,2025-05-16,Item A,210,USD
user934,admin,user934@example.com,password123,finance,Report 934,2025-05-16,Item B,257,USD
user935,admin,user935@example.com,password123,inventory,Report 935,2025-05-16,Item A,892,USD
user936,user,user936@example.com,password123,finance,Report 936,2025-05-16,Item A,581,USD
user937,admin,user937@example.com,password123,finance,Report 937,2025-05-16,Item C,186,USD
user938,admin,user938@example.com,password123,finance,Report 938,2025-05-16,Item A,475,USD
user939,user,user939@example.com,password123,inventory,Report 939,2025-05-16,Item B,884,USD
user940,admin,user940@example.com,password123,inventory,Report 940,2025-05-16,Item B,676,USD
user941,user,user941@example.com,password123,inventory,Report 941,2025-05-16,Item B,764,USD
user942,user,user942@example.com,password123,sales,Report 942,2025-05-16,Item B,704,USD
user943,admin,user943@example.com,password123,inventory,Report 943,2025-05-16,Item B,398,USD
user944,user,user944@example.com,password123,sales,Report 944,2025-05-16,Item B,629,USD
user945,admin,user945@example.com,password123,finance,Report 945,2025-05-16,Item C,917,USD
user946,admin,user946@example.com,password123,inventory,Report 946,2025-05-16,Item B,467,USD
user947,user,user947@example.com,password123,sales,Report 947,2025-05-16,Item A,392,USD
user948,admin,user948@example.com,password123,finance,Report 948,2025-05-16,Item A,311,USD
user949,admin,user949@example.com,password123,inventory,Report 949,2025-05-16,Item C,427,USD
user950,user,user950@example.com,password123,inventory,Report 950,2025-05-16,Item B,948,USD
user951,admin,user951@example.com,password123,inventory,Report 951,2025-05-16,Item A,546,USD
user952,user,user952@example.com,password123,sales,Report 952,2025-05-16,Item B,634,USD
user953,admin,user953@example.com,password123,finance,Report 953,2025-05-16,Item C,529,USD
user954,user,user954@example.com,password123,inventory,Report 954,2025-05-16,Item A,704,USD
user955,user,user955@example.com,password123,finance,Report 955,2025-05-16,Item A,526,USD
user956,user,user956@example.com,password123,inventory,Report 956,2025-05-16,Item B,693,USD
user957,admin,user957@example.com,password123,sales,Report 957,2025-05-16,Item A,406,USD
user958,admin,user958@example.com,password123,finance,Report 958,2025-05-16,Item B,104,USD
user959,admin,user959@example.com,password123,finance,Report 959,2025-05-16,Item C,365,USD
user960,admin,user960@example.com,password123,inventory,Report 960,2025-05-16,Item C,380,USD
user961,user,user961@example.com,password123,sales,Report 961,2025-05-16,Item C,642,USD
user962,user,user962@example.com,password123,finance,Report 962,2025-05-16,Item C,1056,USD
user963,user,user963@example.com,password123,finance,Report 963,2025-05-16,Item A,128,USD
user964,user,user964@example.com,password123,sales,Report 964,2025-05-16,Item B,197,USD
user965,admin,user965@example.com,password123,sales,Report 965,2025-05-16,Item C,605,USD
user966,admin,user966@example.com,password123,finance,Report 966,2025-05-16,Item C,831,USD
user967,admin,user967@example.com,password123,sales,Report 967,2025-05-16,Item A,220,USD
user968,admin,user968@example.com,password123,finance,Report 968,2025-05-16,Item B,384,USD
user969,admin,user969@example.com,password123,finance,Report 969,2025-05-16,Item B,295,USD
user970,user,user970@example.com,password123,inventory,Report 970,2025-05-16,Item C,692,USD
user971,user,user971@example.com,password123,finance,Report 971,2025-05-16,Item B,505,USD
user972,user,user972@example.com,password123,inventory,Report 972,2025-05-16,Item C,389,USD
user973,user,user973@example.com,password123,inventory,Report 973,2025-05-16,Item B,911,USD
user974,admin,user974@example.com,password123,finance,Report 974,2025-05-16,Item A,472,USD
user975,admin,user975@example.com,password123,sales,Report 975,2025-05-16,Item C,611,USD
user976,user,user976@example.com,password123,sales,Report 976,2025-05-16,Item B,502,USD
user977,admin,user977@example.com,password123,sales,Report 977,2025-05-16,Item B,655,USD
user978,user,user978@example.com,password123,sales,Report 978,2025-05-16,Item C,458,USD
user979,admin,user979@example.com,password123,sales,Report 979,2025-05-16,Item C,824,USD
user980,admin,user980@example.com,password123,inventory,Report 980,2025-05-16,Item C,839,USD
user981,user,user981@example.com,password123,finance,Report 981,2025-05-16,Item B,971,USD
user982,user,user982@example.com,password123,finance,Report 982,2025-05-16,Item B,439,USD
user983,admin,user983@example.com,password123,finance,Report 983,2025-05-16,Item A,250,USD
user984,user,user984@example.com,password123,sales,Report 984,2025-05-16,Item B,909,USD
user985,admin,user985@example.com,password123,inventory,Report 985,2025-05-16,Item B,759,USD
user986,admin,user986@example.com,password123,finance,Report 986,2025-05-16,Item A,641,USD
user987,user,user987@example.com,password123,inventory,Report 987,2025-05-16,Item C,1073,USD
user988,admin,user988@example.com,password123,sales,Report 988,2025-05-16,Item C,392,USD
user989,user,user989@example.com,password123,sales,Report 989,2025-05-16,Item B,529,USD
user990,admin,user990@example.com,password123,sales,Report 990,2025-05-16,Item B,601,USD
user991,admin,user991@example.com,password123,sales,Report 991,2025-05-16,Item A,746,USD
user992,user,user992@example.com,password123,sales,Report 992,2025-05-16,Item B,182,USD
user993,admin,user993@example.com,password123,finance,Report 993,2025-05-16,Item A,763,USD
user994,admin,user994@example.com,password123,inventory,Report 994,2025-05-16,Item A,786,USD
user995,user,user995@example.com,password123,finance,Report 995,2025-05-16,Item B,655,USD
user996,admin,user996@example.com,password123,inventory,Report 996,2025-05-16,Item C,515,USD
user997,admin,user997@example.com,password123,sales,Report 997,2025-05-16,Item A,1020,USD
user998,admin,user998@example.com,password123,finance,Report 998,2025-05-16,Item C,184,USD
user999,admin,user999@example.com,password123,sales,Report 999,2025-05-16,Item B,285,USD
